file_path,filename,filename_upc,file_size,modified_time,width,height,detected_text,normalized_text,detected_brand,detected_denomination,detected_pack_quantity,catalog_status,catalog_error
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366331810_Wendys_M6_VGC_15_100_051816.jpg,799366331810_Wendys_M6_VGC_15_100_051816.jpg,799366331810,1018351,1629150361.0,1088,1538,"enfien *13-100
Give the gift
of delicious.
$15-100 Ks |
equi *!5-10°
$15-100
Wendys
eqnffep *!5-10°",enfien 13 100 give the gift of delicious $15 100 ks equi 5 10 $15 100 wendys eqnffep 5 10,,$15,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366336310_Microsoft Xbox 3m ($24.99).jpg,799366336310_Microsoft Xbox 3m ($24.99).jpg,799366336310,34895,1627932500.0,294,385,"Microsoft a $2 499
fa) XBOX LIVE
3 Months
Play with friends online, and get free games plus
exclusive discounts, on Xbox One and Xbox 360.*
Microsoft a $2499
a
microsot ime $249
(a) XBOX LIVE
ee lanive discounts on iibon One and Xbow £60""",microsoft a $2 499 fa xbox live 3 months play with friends online and get free games plus exclusive discounts on xbox one and xbox 360 microsoft a $2499 a microsot ime $249 a xbox live ee lanive discounts on iibon one and xbow 60,xbox,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366345282_Bath_and_Body_Works_Card_Carrier_VGC_25_500_051619.jpg,799366345282_Bath_and_Body_Works_Card_Carrier_VGC_25_500_051619.jpg,799366345282,1082327,1629147249.0,1165,1577,"— D $95 500
sg
poke
SK
VES
“e ‘25-500
Card has no value|until
activated by cashier.
Se
Pose
SS
SS $ $
° 25-500
Card has no value until
|
i
!
t
l",d $95 500 sg poke sk ves e 25 500 card has no value until activated by cashier se pose ss ss $ $ 25 500 card has no value until i t l,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366348191_Lowes $25.jpg,799366348191_Lowes $25.jpg,799366348191,28782,1628194132.0,377,505,"ale 25
the gift
of home
——————
Gift Card
exes $95
| Gime i‘*25
| the gift
S25",ale 25 the gift of home gift card exes $95 gime i 25 the gift s25,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366348313 Starbucks 25.png,799366348313 Starbucks 25.png,799366348313,77213,1675459744.0,216,294,"$25 exe fes STARBUCKS
a |
yy",$25 exe fes starbucks a yy,starbucks,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366364238_Applebees_Card_Carrier_VGC_25_500_072919.jpg,799366364238_Applebees_Card_Carrier_VGC_25_500_072919.jpg,799366364238,922857,1629149301.0,1163,1538,"YOU CHOOSE
THE AMOUNT FROM
§25-500
NO FEES.
NO EXPIRATION.
Applebees
NEIGHBORHOOD GRILL + BAR
Card has NO VALUE until activated at register.",you choose the amount from 25 500 no fees no expiration applebees neighborhood grill bar card has no value until activated at register,applebees,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366416029_Playstation 12mo $59.99.png,799366416029_Playstation 12mo $59.99.png,799366416029,281279,1627932500.0,318,404,"2 a=
PlayStation.Plus
PLAY ONLINE WITH FRIENDS
ae, Qe I$]
a
2 =
am, Qace I$]
Front
& a
PlayStation Plus
as, Goto 8",2 a playstation plus play online with friends ae qe i$ a 2 am qace i$ front a playstation plus as goto 8,playstation,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366418658_Fandango -VUDO.png,799366418658_Fandango -VUDO.png,799366418658,233901,1628521555.0,854,1168,"/ $25 = VUDU |
RENT~ BUY
i AT HOME :
— FANDANGO —
WATCH ANYTIME ANYWHERE
RENT: BUY ©
! MOVIES + TV |
_ —FANDANGO-— —
| WATCH ANYTIME ANYWHERE |
$25 VUDU
RENT BUY |
| MOVIES + TV |
_ —FANDANGO— ©",$25 vudu rent buy i at home fandango watch anytime anywhere rent buy movies tv fandango watch anytime anywhere $25 vudu rent buy movies tv fandango,,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366430834_Macy's $25-$200.png,799366430834_Macy's $25-$200.png,799366430834,254577,1627932497.0,309,390,"ee a
1
|
1 oe
| THIS SECTION FOR ACTIVATION ONLY
BE SURE TO DETACH BEFORE GIVING
— $25 - $200
A Macy's Gift Card lets them choose the perfect oft
This Git Card has no value until activeted by cashier
THIS SECTION FOR ACTIVATION ONLY
on
afize $25 - $200
5 __|
A Macy's Gt Cer ety tne cougar (he pedfect att
or",ee a 1 1 oe this section for activation only be sure to detach before giving $25 $200 a macy s gift card lets them choose the perfect oft this git card has no value until activeted by cashier this section for activation only on afize $25 $200 5 a macy s gt cer ety tne cougar he pedfect att or,,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366445852 Nintendo $35.png,799366445852 Nintendo $35.png,799366445852,386866,1631031675.0,437,620,"a
re w
.
a :
ic)
a:
1 pth
ay | “ — j
For use on S$
Nintendo systems”
|",a re w a ic a 1 pth ay j for use on s$ nintendo systems,nintendo,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366458319_Darden Universal $25-100.png,799366458319_Darden Universal $25-100.png,799366458319,174531,1627932499.0,376,397,"Darden.com You Select The
{LONGHORN
i
-ONE CARD.
| ALL THE FAVORITES.
Front
: (J LONGHORN
=
ONE CARD.
ALL THE FAVORITES.
. Front
Oarden.com You Select The
aA
‘ Front",darden com you select the longhorn i one card all the favorites front j longhorn one card all the favorites front oarden com you select the aa front,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366552918.jpg,799366552918.jpg,799366552918,562748,1608252570.0,1089,1542,"HE Microsoft enfias Boies
US
(3
GAME PASS
‘ULTIMATE
fo + G+ cow
3 Months Ultimate
Over 100 high-quality games on Xbox One,
Windows 10 games plus Xbox Live Gold.
| $44.99
HH Microsoft enfieas ae
ULTIMATE
| fo + = + GOLD
$44.99
na Microsoft eunfia> *44”
/ \
fo + B+ cow",he microsoft enfias boies us 3 game pass ultimate fo g cow 3 months ultimate over 100 high quality games on xbox one windows 10 games plus xbox live gold $44 99 hh microsoft enfieas ae ultimate fo gold $44 99 na microsoft eunfia 44 fo b cow,xbox,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366557838_Bed Bath & Beyond $15-$500.png,799366557838_Bed Bath & Beyond $15-$500.png,799366557838,159462,1627932499.0,308,388,"BED BATH &
BEYONE®>
&
& B
BEYONES®>
T & U",bed bath beyone b beyones t u,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366566885_Dunkin Donuts $15.png,799366566885_Dunkin Donuts $15.png,799366566885,122842,1627932499.0,333,400,"No Value =
UntillActivated Qa $15
At Register
fi
Until Activated Qua $15
At Register :
oS",no value untillactivated qa $15 at register fi until activated qua $15 at register os,,$15,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366598091_Nike $25.png,799366598091_Nike $25.png,799366598091,195180,1627932499.0,380,441,"_ —.
—
7
=
ee
Front
Nikecom NikeStore NikeFactoryStore
CA MAS wb HAL OMIT ACTIVATES AT RE GESTLE",7 ee front nikecom nikestore nikefactorystore ca mas wb hal omit activates at re gestle,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366622703_Kohls_Wrap_VGC_25_500_021821.jpg,799366622703_Kohls_Wrap_VGC_25_500_021821.jpg,799366622703,1873483,1629150062.0,1163,1575,"YOU CHOOSE
THE AMOUNT
some
No service fees. No expiration date.
Good at over 1,100 stores nationwide
and 24 hours a day at Kohls.com.
Contains no value until activated by cashier.
|
noe
| No service fees. No expiration date.",you choose the amount some no service fees no expiration date good at over 1 100 stores nationwide and 24 hours a day at kohls com contains no value until activated by cashier noe no service fees no expiration date,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366693994_Chick Fil A $10.png,799366693994_Chick Fil A $10.png,799366693994,153494,1627932495.0,308,404,"6, $10
HOME OF THE
ORIGINAL CHICKEN SANDWICH®
29g
*}>
° ES iy”
/ Oka J, / Af
“ a Am 4k a —
e
Py e
se oe
Le ™
‘i>
(pict",6 $10 home of the original chicken sandwich 29g es iy oka j af a am 4k a e py e se oe le i pict,,$10,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366696193_Visa Shiny Hex Box $25.jpg,799366696193_Visa Shiny Hex Box $25.jpg,799366696193,52036,1628194131.0,373,542,"VISA emule £25.
FO G YOU
ww
at
ANILLA VISA GIFT CARQ } cq eal
VISA exuilllime £25.
\a ¢ Zs
VANILLA » We i ; patel
VISA emf  *25
FO Gl OU
: AWa
. 000 =
: A y Scart
att We AN me, ASS oe =
gee 3 \Janilla",visa emule 25 fo g you ww at anilla visa gift carq cq eal visa exuilllime 25 a zs vanilla we i patel visa emf 25 fo gl ou awa 000 a y scart att we an me ass oe gee 3 janilla,visa,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366696209_Visa Shiny Hex Box $50.jpg,799366696209_Visa Shiny Hex Box $50.jpg,799366696209,63147,1628194131.0,372,528,"‘VISA ee nO
FO Gq YOU
Ma P 7 wes
FO G YOU
ae eee
| y — ae anil
VISA _ $50
+1496 Purchase Charge
C aid va . ~~ ~ ~-
aaron ME Manilla:",visa ee no fo gq you ma p 7 wes fo g you ae eee y ae anil visa $50 1496 purchase charge c aid va aaron me manilla,visa,$50,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366696216_Visa S Hex Box $100.jpg,799366696216_Visa S Hex Box $100.jpg,799366696216,61109,1628194131.0,386,526,"VISA an...
FO G YOU
VISA 100 _
FO Gi U
»~  .-
VISA 2100 -
ae a AK
is > or TA ANS
SANG
| RO\“
MAN ae ta Vanilla
Wwe pave",visa an fo g you visa 100 fo gi u visa 2100 ae a ak is or ta ans sang ro man ae ta vanilla wwe pave,visa,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366706984_H&M VGC (25-300).png,799366706984_H&M VGC (25-300).png,799366706984,235775,1627932499.0,353,422,"LOAD ANY
VALUE BETWEEN
teaibicanes $25 & $300
Front
“tnailiscsee $25 & $300
‘JALUE BETWEEN
aeiiz» $25 & $300
rn",load any value between teaibicanes $25 $300 front tnailiscsee $25 $300 jalue between aeiiz $25 $300 rn,,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366708988_NIKE_S17_CardonCarrier_VGC_25_500_021617.jpg,799366708988_NIKE_S17_CardonCarrier_VGC_25_500_021617.jpg,799366708988,630000,1629147272.0,1167,1579,"ena $25-'500
Nike.com NikeStore NikeFactoryStore
CARD HAS NO VALUE UNTIL ACTIVATED AT REGISTER
en@up 525-5500
Nikecom NikeStore NikeFactoryStore
enfiep 525-5500",ena $25 500 nike com nikestore nikefactorystore card has no value until activated at register en up 525 5500 nikecom nikestore nikefactorystore enfiep 525 5500,,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366741268 copy.jpg,799366741268 copy.jpg,799366741268,618552,1692049955.0,921,1220,"CHOOSE THE
AMOUNT YOU WANT
$25 to $500
WV 2 ‘
N Ww
Card has no value until activated by checker.
s) + ‘s 3 : OU Oe Ce AG aS oa
( @©@ © @ ® gue oe os ce ge og |
NY Oe
| W
AN ma ;",choose the amount you want $25 to $500 wv 2 n ww card has no value until activated by checker s s 3 ou oe ce ag as oa gue oe os ce ge og ny oe w an ma,,$25-$500,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366741268_Barnes & Noble $25-$500.png,799366741268_Barnes & Noble $25-$500.png,799366741268,186930,1627932499.0,336,418,"THE AMOUNT $
YOU WANT
$25 TO $500 Mie
Card has no value until attivated by cashier.
7 l
| = \ | , F,
| -
— —,
c ———_—
Front
YOUWANT $
$25 TO $500 =
Card has no value until activated by cashier.
EN =
SE
rs Front",the amount $ you want $25 to $500 mie card has no value until attivated by cashier 7 l f c front youwant $ $25 to $500 card has no value until activated by cashier en se rs front,,$25-$500,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366746744_Shell Oil $25.png,799366746744_Shell Oil $25.png,799366746744,135550,1627932496.0,292,389,"ir
NO
u ®
Ths Tek OF Cord
fl
Front
fr
N
7 ay)
a
tf
NOD
ui wy
The Shell Gift Card
— 1
| ad",ir no u ths tek of cord fl front fr n 7 ay a tf nod ui wy the shell gift card 1 ad,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366766643_Darden Universal $50.jpg,799366766643_Darden Universal $50.jpg,799366766643,354318,1628786380.0,1529,1870,"bardencon =—§ sd eee «6 $50
ALL THE FAVORITES.
cava ep $50
Owe |
ONGHORN
Ganden \J LONGHORN
Dardencom = cSs—<—sésS IBN
omett | 2",bardencon sd eee 6 $50 all the favorites cava ep $50 owe onghorn ganden j longhorn dardencom css s ss ibn omett 2,,$50,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366791881_Starbucks_Custom_Die_VGC_15_500_100918.jpg,799366791881_Starbucks_Custom_Die_VGC_15_500_100918.jpg,799366791881,1160256,1629148423.0,1238,1538,"@
W
*\6-50 C
f+]
a
[=
®
:
at ;",w 6 50 c f a at,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366793076_Amazon $25-$500.png,799366793076_Amazon $25-$500.png,799366793076,48687,1627932500.0,332,412,"al $25-$500
amazon
we)
$25-$500
—_
we]",al $25 $500 amazon we $25 $500 we,,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366828822_Victorias_Secret_VS_Heart_Card_Carrier_VGC_25_500_081319.jpg,799366828822_Victorias_Secret_VS_Heart_Card_Carrier_VGC_25_500_081319.jpg,799366828822,1936847,1629150082.0,1163,1575,"enfOup °25-'500
VICTORIA'S SECRET
The perfect gift card! Y
Card has no value until activated by cashier.
| VICTORIA'S SECRET §
enf@ep °25-'500
The perfect gift card! V4
| VICTORIA'S SECRET &
| exfiep 325-500
| bi
| VICTORIA'S SECRET
i The perfect gift card!
|
| Card has no value until activated by cashier.
By VICTORIA'S SECRET §",enfoup 25 500 victoria s secret the perfect gift card y card has no value until activated by cashier victoria s secret enf ep 25 500 the perfect gift card v4 victoria s secret exfiep 325 500 bi victoria s secret i the perfect gift card card has no value until activated by cashier by victoria s secret,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366832263_Gamestop_CoC_VGC_25_500_011316.jpg,799366832263_Gamestop_CoC_VGC_25_500_011316.jpg,799366832263,749773,1629147430.0,1167,1543,"CHOOSE FROM
NO VALUE UNTIL ACTIVATED AT REGISTER
POWER TO THE PLAYERS*
CHOOSEVALUEFROM
$25-$500
POWER TO THE PLAYERS’",choose from no value until activated at register power to the players choosevaluefrom $25 $500 power to the players,,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366841517_The_Childrens_Place_Gymboree_Card_Carrier_VGC_25_500_010320.jpg,799366841517_The_Childrens_Place_Gymboree_Card_Carrier_VGC_25_500_010320.jpg,799366841517,1308940,1629147505.0,1163,1538,"WD) SS | >? =z aduOaNAd
Xe? $25-$500 PLACE 2 £0) | G8 PLACE j
) GIFT CARD AC E GyMBoRee = (_) | ex Gymboree |
eer —_No value until e2\o: 8 S 9/23]
res activated by = ree =< CA 20 ce |
Pp: \ cashier = >: a =< =
O svmaYMBOREE 2/9 2 |S Ze
THE CHILDREN’S
* <8 PLACE :Q | samme 8 >)
me ° 2 a & =A
Semi ee ss 0
Sey 5 =< 3s
= cov GYMBORCE ca iS as LE
PS wn GD mere: racunoas THE CHILDREN’S # —
: PLACE PLACE PO lé
2a > umes mma DI A aauoaMay °
WD Ble Oo | Siz aauOaWAd
Xe? $25-$500 - PLACE 2 EQ) | G8 PLACE j
Tj, GIFT CARD AC E GyMBoRee = (_) | X= GYMBOReE
Uz No value until 2 ro << SS -y) Ss:
we acaied by we = SY aS |
5 U casnier oOo 5 2 ce
B a =: |=
O sve uYMBORGG 20: 2& | ae
e <|s PLACE 2:0 CH cinaonee SB):
> ° 2 a2 & =A
pS HN ld FAY! Eo ral </s
Sw LD ecmones tue crmonews THE CHILDREN’S 2 —
: PLACE PLACE FAVES
2 a. DT A T' aauoaMay ©
WD B25 | ez a@uOaHAd
Xe $25-$500 PLACE 2 £0) | G8 PLACE }
i, GIFT CARD AC E Gymporee = (_) | GX GyMBORee |
Ber, No value until <2 |r? aL ©: 2!
rcs activated by ei. Aa: a |
Be cashier sS Pe ——_ =< =
Oo ove uYMBORG@ 2 9: 2 |B ae
e = SPL ACE 20 | sme 3 >:
2 |= So | Sig BO:
E> aou0gnad | =< Eel
= ox GYMBORGG 22 |B als Se
rs n ab THE CHILDREN’S THE CHILDREN’S THE CHILDREN’S 20, oo
PLACE PLACE EAWIES
aa > men oumm DI A aaHoanad",wd ss z aduoanad xe $25 $500 place 2 0 g8 place j gift card ac e gymboree ex gymboree eer no value until e2 o 8 s 9 23 res activated by ree ca 20 ce pp cashier a o svmaymboree 2 9 2 s ze the children s 8 place q samme 8 me 2 a a semi ee ss 0 sey 5 3s cov gymborce ca is as le ps wn gd mere racunoas the children s place place po l 2a umes mma di a aauoamay wd ble oo siz aauoawad xe $25 $500 place 2 eq g8 place j tj gift card ac e gymboree x gymboree uz no value until 2 ro ss y ss we acaied by we sy as 5 u casnier ooo 5 2 ce b a o sve uymborgg 20 2 ae e s place 2 0 ch cinaonee sb 2 a2 a ps hn ld fay eo ral s sw ld ecmones tue crmonews the children s 2 place place faves 2 a dt a t aauoamay wd b25 ez a uoahad xe $25 $500 place 2 0 g8 place i gift card ac e gymporee gx gymboree ber no value until 2 r al 2 rcs activated by ei aa a be cashier ss pe oo ove uymborg 2 9 2 b ae e spl ace 20 sme 3 2 so sig bo e aou0gnad eel ox gymborgg 22 b als se rs n ab the children s the children s the children s 20 oo place place eawies aa men oumm di a aahoanad,playstation,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366869665_UBER VGC.png,799366869665_UBER VGC.png,799366869665,119560,1627932499.0,326,381,"—— ™~,
Uber
$15-°200
Get a ride or
meal in minutes
pena ™“,
Get aride or
— “NN,",uber $15 200 get a ride or meal in minutes pena get aride or nn,uber,$15,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366887812_Microsoft Xbox 3m ($24.99).jpg,799366887812_Microsoft Xbox 3m ($24.99).jpg,799366887812,41897,1628194131.0,364,533,"BE Microsoft =e a
()
LIVE GOLD
3 Months
Piay with friends online, and get free games
plus exclusive discounts, on Xbox One.
$2499
Bric ll 524°
US
/ \)
Play with friends online, and get free games
a9
Bay veth trends onhre an aet ree gare.",be microsoft e a live gold 3 months piay with friends online and get free games plus exclusive discounts on xbox one $2499 bric ll 524 us play with friends online and get free games a9 bay veth trends onhre an aet ree gare,xbox,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366893967.jpg,799366893967.jpg,799366893967,978063,1608254124.0,1167,1542,"You select the
amount, from
$25 to $200
NO FEES.
NO EXPIRATION.
“WltHo
Wire:
t breakfast:
(fe ~
\
“WiltHo
\ Eerthing yeu ae
Doo2 211 brcakian:
Gu amount, from
. NO FEES.
NO EXPIRALIOS
y
e
_ Ever,
be \ ¥thing YUP 2b0u1 breaktast=",you select the amount from $25 to $200 no fees no expiration wltho wire t breakfast fe wiltho eerthing yeu ae doo2 211 brcakian gu amount from no fees no expiralios y e ever be thing yup 2b0u1 breaktast,,$25-$200,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366900467_Old Navy $25-$500.png,799366900467_Old Navy $25-$500.png,799366900467,87186,1627932497.0,301,378,"300
aS
yee
qa @
fie etemeta eg gee recat |
=<“D>=
Eee
S25""
e000
O
) @ g
a @
En
==
_
00
=<iD>=",300 as yee qa fie etemeta eg gee recat d eee s25 e000 o g a en 00 id,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366917762_DRD-PROMO-25-100-Incm-Slm (1).png,799366917762_DRD-PROMO-25-100-Incm-Slm (1).png,799366917762,137630,1629148679.0,575,790,"jerencom $25-$100
Pease
ea FO00 cuss ROCK “aK
(Behar
ALL THE FAVORITES.
Darden.com $25-$100
Owe
—C/lonchoRn Cheddars
STEAKHOTer SCRATCH KITCHEN’
Sarena 52.
oe Fa cus - t ene Senit. (Sine wan
A
(Pchame
ae $25-$100
until activated by cashier SM
: Nth NINERS
Ce”
<jlonchorn\e., 7” Cheddars
STEAKHOUSE y SCRATCH KITCHEN’
Stare 52.
sen cust Rock ; FRESH oAtLL| wine BAR
(echeme",jerencom $25 $100 pease ea fo00 cuss rock ak behar all the favorites darden com $25 $100 owe c lonchorn cheddars steakhoter scratch kitchen sarena 52 oe fa cus t ene senit sine wan a pchame ae $25 $100 until activated by cashier sm nth niners ce jlonchorn e 7 cheddars steakhouse y scratch kitchen stare 52 sen cust rock fresh oatll wine bar echeme,,$25,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366917816_Best Buy VGC (25-500).png,799366917816_Best Buy VGC (25-500).png,799366917816,133572,1627932499.0,353,412,"BEST
BUYa
BUY =",best buya buy,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366926221_Roblox VGC $10-$100.png,799366926221_Roblox VGC $10-$100.png,799366926221,137447,1627932500.0,278,386,"INCLUDES
weriorin ae $10-5100
— — VT
‘~ rie a P~ % “
Play Millions of Games
on Roblox
Front
a 2 “
~ ay : ’
ey:
= f > }
i Lom . LFF :
© 829 gE. ~=
INCLUDES Ss $
vere cn Cilia °10-°100
. te or .
_ ~: [eg
a oe",includes weriorin ae $10 5100 vt rie a p play millions of games on roblox front a 2 ay ey f i lom lff 829 ge includes ss $ vere cn cilia 10 100 te or eg a oe,roblox,$10,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366929192_NBA Shop.png,799366929192_NBA Shop.png,799366929192,133276,1628521554.0,1160,1604,"Give any amountfrom
NBAStore.com 15-500
A‘© Fanatics Experience
A‘~ Fanatics Experience
Give any amount from",give any amountfrom nbastore com 15 500 a fanatics experience a fanatics experience give any amount from,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366929208_NFL Shop.png,799366929208_NFL Shop.png,799366929208,115259,1628521554.0,1170,1600,"NFLSHOP.COM
w= e .
A © Fanatics Experience
NFLSHOP.COM “4 5 “500
NFL SHOP
NFL NFLSHOP.COM
= .
NFL SHOP.
— .",nflshop com w e a fanatics experience nflshop com 4 5 500 nfl shop nfl nflshop com nfl shop,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366929239_MLB Shop.png,799366929239_MLB Shop.png,799366929239,98527,1628521554.0,1176,1598,"MLBshop.com 515-5500
ad . .
A © Fanatics Experience
MLBshop.com $4 5-500
md . .",mlbshop com 515 5500 ad a fanatics experience mlbshop com $4 5 500 md,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366929246_NHL Shop.png,799366929246_NHL Shop.png,799366929246,100021,1628521554.0,1190,1618,"NHL SHOP
A‘~ Fanatics Experience
BX
i NHL SHOP
A‘ Fanatics Experience",nhl shop a fanatics experience bx i nhl shop a fanatics experience,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366941460_Express $25-$500.png,799366941460_Express $25-$500.png,799366941460,92960,1627932496.0,305,392,"GETA 4 sO5M
SEM Mem 5200
EXPRESS
$ GETA —_ Soom
i
GETA sony
SS REWARD me “Ney = S25
Front ~",geta 4 so5m sem mem 5200 express $ geta soom i geta sony ss reward me ney s25 front,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366947332_Google_Play_Card_on_Carrier_VGC_10_200_041619.jpg,799366947332_Google_Play_Card_on_Carrier_VGC_10_200_041619.jpg,799366947332,1896495,1629147454.0,1092,1562,"= GIVE ANY
a AMOUNT FROM
: 10-5200
USIC,
KS , AND MORE
y. -% GIVE ANY
$10-*200
APPS, GAMES, MUSIC,
MOVIES, BOOKS, AND MORE
Google Play
"" | 310-200
APPS, GAMES, MUSIC, ,",give any a amount from 10 5200 usic ks and more y give any $10 200 apps games music movies books and more google play 310 200 apps games music,,$10,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366950530.png,799366950530.png,799366950530,4791,1608236118.0,37,48,"a,",a,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366950653_Michaels $25-$500.png,799366950653_Michaels $25-$500.png,799366950653,173931,1627932497.0,326,384,"czar quip :25-'500
Michaels
Made by you”
gt quem 25-500
Michael's
Made by you""
caag quip :25-'500",czar quip 25 500 michaels made by you gt quem 25 500 michael s made by you caag quip 25 500,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\799366961789 Panera Bread 35 + Free Bakery.png,799366961789 Panera Bread 35 + Free Bakery.png,799366961789,749298,1675893373.0,716,968,"$35
BREAD*
BUY A $35 PANERA BREAD® GIFT CARD,
GET A FREE PASTRY OR SWEET.
coe Sis z Sa ba
pees a -S Pee fap Selene
—se he
NO VALUE UNTIL ACTIVA o a STER
BUY A S35 PANERA BREAD® GIFT CARD,
a7 hate aD |
NOWALDEUNTTIURC TT _ GisfeR <i
BUY A S35 PANERA BREAD’ GIFT CARD,
hee » <i |
a oa e's vor i ee
NO VALUE UNTILACTIVATEIATREGIMER",$35 bread buy a $35 panera bread gift card get a free pastry or sweet coe sis z sa ba pees a s pee fap selene se he no value until activa o a ster buy a s35 panera bread gift card a7 hate ad nowaldeunttiurc tt gisfer i buy a s35 panera bread gift card hee i a oa e s vor i ee no value untilactivateiatregimer,panera,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\849219066762_ Tall Gift Bag Reveal Controller.png,849219066762_ Tall Gift Bag Reveal Controller.png,849219066762,437753,1629394268.0,814,958,,,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\849219066779_Tall Gift Bag Reveal Level Up.png,849219066779_Tall Gift Bag Reveal Level Up.png,849219066779,716581,1629394268.0,816,972,"( LEVEL UP! )
Sain OF OY
peor
o) pag APR
Soy UE OY
La) e coigy NY
Sao
Sag ON",level up sain of oy peor o pag apr soy ue oy la e coigy ny sao sag on,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\849219066786_Slider Hamburger.png,849219066786_Slider Hamburger.png,849219066786,230942,1629394267.0,683,633,"Vw eee eee
6
aux
ee
4s as by bes a ia ee
2)
@ 20
~~ + LY iS ies g ,
Gries
oes, Sf
A
—_—",vw eee eee 6 aux ee 4s as by bes a ia ee 2 20 ly is ies g gries oes sf a,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\849219066793_Present Slider Controllers.png,849219066793_Present Slider Controllers.png,849219066793,336169,1629394267.0,637,891,"ie
mm i
wv
©
WSS
%
6 °.
>
q 0 Ee
<;
a Os y—",ie mm i wv wss 6 q 0 ee a os y,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\874586021489 Yay Unicorn.jpg,874586021489 Yay Unicorn.jpg,874586021489,34604,1644339352.0,498,310,"\ yay!
Y 4 ¥ samsclub<>.,
Gift Card
8
. yay!
I
sams club <>.,
bY
{
sams club <>,",yay y 4 samsclub gift card 8 yay i sams club by sams club,,,,ok,
Z:\Kendal King\Images\OLD - Not Named UPC Only\874586025135 PLT Congrats Pop Streamers.jpg,874586025135 PLT Congrats Pop Streamers.jpg,874586025135,38548,1644339353.0,410,256,"a eNO ee ®
AD al S""
congratulations
. eee
r- a or
-~ . ws maf? l-
sam's club <>,,
/. wat )
~~. wet 2m]
| sam's club <>,",a eno ee ad al s congratulations eee r a or ws maf l sam s club wat wet 2m sam s club,,,,ok,
