Status,Side,Section,Row,Col,Source Name,Source Last5,Resolved UPC,Resolved Name,Resolved CPP,Cell X0,Cell Top,Cell X1,Cell Bottom
RESOLVED,C,middle_band,2,5,STARBUCKS $40 MP REG NUS,11237,019674211237,STARBUCKS $40 MP MD,9,309.06,324.21,336.59,371.12
RESOLVED,C,middle_band,2,6,STARBUCKS $50 REG,11228,019674211228,STARBUCKS $50 MD,30,336.59,324.21,364.28,371.12
RESOLVED,C,middle_band,2,8,WMT MC P Hol 2026 Wonder Ornament $100,16889,019674216889,WMT MC P Hol 2026 Wonder Ornament $100,20,392.81,324.21,421.18,371.12
RESOLVED,C,middle_band,2,9,WMT MC P Holiday 2026 Wonder Gift $25,16891,019674216891,WMT MC P Holiday 2026 Wonder Gift $25,20,421.18,324.21,448.03,371.12
RESOLVED,C,bonus,3,2,OUTBACK $50MP VA,16329,019674216329,OUTBACK $50MP VA,10,224.6,371.12,253.41,417.5
RESOLVED,C,bonus,3,3,KFC VGC VA,16660,019674216660,PIZZA HUT $50MP VA,10,253.41,371.12,281.46,417.5
RESOLVED,C,bonus,3,4,BON DOMINO'S $45 FOR $40 MD,10945,019674210945,DOMINO'S $45 FOR $40 MD,30,281.46,371.12,309.06,417.5
RESOLVED,C,bonus,3,5,NUS PANERA $25; GET FREE BAGEL (IPP) $4.00 VA,10582,019674210582,PANERA $25; GET FREE BAGEL (IPP) $4.00 VA,30,309.06,371.12,336.59,417.5
RESOLVED,C,bonus,3,6,DOOR DASH S VGC ($15- VG $200) GWP VA,12286,019674212286,DOOR DASH VGC ($15-$200) GWP VA,10,336.59,371.12,364.28,417.5
RESOLVED,C,bonus,3,7,STARBUCKS GC VA 2026,16661,019674216661,STARBUCKS VGC VA 2026,30,364.28,371.12,392.81,417.5
RESOLVED,C,bonus,4,0,CHICK FIL A VGC REG,09410,019674209410,CHICK FIL A VGC MD,30,169.41,417.5,196.25,453.78
RESOLVED,C,bonus,4,1,PANERA G VGC REG,10584,019674210584,PANERA VGC MD,30,196.25,417.5,224.6,453.78
RESOLVED,C,bonus,4,2,APPLEBEES VGC PROMO MD,10596,019674210596,APPLEBEES VGC PROMO MD,30,224.6,417.5,253.41,453.78
RESOLVED,C,bonus,4,3,CHILI'S CHOICE VGC REG,14777,019674214777,CHILI'S CHOICE VGC REG,30,253.41,417.5,281.46,453.78
RESOLVED,C,bonus,4,4,DARDEN UNIVERSAL VGC REG,16364,019674216364,DARDEN UNIVERSAL VGC REG,20,281.46,417.5,309.06,453.78
RESOLVED,C,bonus,4,5,OLIVE GARDEN VGC MD,11471,019674211471,OLIVE GARDEN VGC MD,20,309.06,417.5,336.59,453.78
RESOLVED,C,bonus,4,6,BLOOMIN BRANDS VGC REG,10446,019674210446,BLOOMIN BRANDS VGC MD,30,336.59,417.5,364.28,453.78
RESOLVED,C,bonus,4,7,CRACKER BARREL VGC MD,10571,019674210571,CRACKER BARREL VGC MD,30,364.28,417.5,392.81,453.78
RESOLVED,C,bonus,4,8,BUFFAL OWILD WINGS VGC REG,11244,019674211244,BUFFAL OWILD WINGS VGC MD,20,392.81,417.5,421.18,453.78
RESOLVED,C,bonus,4,9,SUBWAY VGC REG,10779,019674210779,SUBWAY VGC MD,30,421.18,417.5,448.03,453.78
RESOLVED,C,bonus,5,0,CHICK FIL A VGC REG,09410,019674209410,CHICK FIL A VGC MD,30,169.41,453.78,196.25,489.64
RESOLVED,C,bonus,5,1,PANERA G VGC REG,10584,019674210584,PANERA VGC MD,30,196.25,453.78,224.6,489.64
RESOLVED,C,bonus,5,2,APPLEBEES VGC PROMO MD,10596,019674210596,APPLEBEES VGC PROMO MD,30,224.6,453.78,253.41,489.64
RESOLVED,C,bonus,5,3,CHILI'S VGC REG,14781,019674214781,CHILI'S VGC REG,30,253.41,453.78,281.46,489.64
RESOLVED,C,bonus,5,4,DARDEN UNIVERSAL VGC REG,16364,019674216364,DARDEN UNIVERSAL VGC REG,20,281.46,453.78,309.06,489.64
RESOLVED,C,bonus,5,5,OLIVE GARDEN $25 MD,11469,019674211469,OLIVE GARDEN $25 MD,20,309.06,453.78,336.59,489.64
RESOLVED,C,bonus,5,6,BLOOMIN BRANDS $50 REG,10453,019674210453,BLOOMIN BRANDS $50 MD,30,336.59,453.78,364.28,489.64
RESOLVED,C,bonus,5,7,CRACKER BARREL VGC MD,10571,019674210571,CRACKER BARREL VGC MD,30,364.28,453.78,392.81,489.64
RESOLVED,C,bonus,5,8,BUFFAL OWILD WINGS VGC REG,11244,019674211244,BUFFAL OWILD WINGS VGC MD,20,392.81,453.78,421.18,489.64
RESOLVED,C,bonus,5,9,SUBWAY $15 REG,10776,019674210776,SUBWAY $15 REG,30,421.18,453.78,448.03,489.64
RESOLVED,C,bonus,6,0,CHICK FIL A VGC REG,09410,019674209410,CHICK FIL A VGC MD,30,169.41,489.64,196.25,525.4
RESOLVED,C,bonus,6,1,CHEESECAKEF G ACTORYVGC REG,10994,019674210994,CHEESECAKEFACTORYVGC MD,20,196.25,489.64,224.6,525.4
RESOLVED,C,bonus,6,2,F APPLEBEES VGC PROMO MD,10596,019674210596,APPLEBEES VGC PROMO MD,30,224.6,489.64,253.41,525.4
RESOLVED,C,bonus,6,3,CHILI'S $25 REG,14778,019674214778,CHILI'S $25 REG,30,253.41,489.64,281.46,525.4
RESOLVED,C,bonus,6,4,DARDEN $25 MD,11474,019674211474,DARDEN $25 MD,20,281.46,489.64,309.06,525.4
RESOLVED,C,bonus,6,5,OLIVE GARDEN $50 MD,11470,019674211470,OLIVE GARDEN $50 MD,20,309.06,489.64,336.59,525.4
RESOLVED,C,bonus,6,6,OUTBACK VGC REG,10449,019674210449,OUTBACK VGC MD,30,336.59,489.64,364.28,525.4
RESOLVED,C,bonus,6,7,CRACKER BARREL $25 REG,10569,019674210569,CRACKER BARREL $25 MD,30,364.28,489.64,392.81,525.4
RESOLVED,C,bonus,6,8,IHOP VGC PROMO MD,10588,019674210588,IHOP VGC PROMO MD,30,392.81,489.64,421.18,525.4
RESOLVED,C,bonus,6,9,SUBWAY $25 REG,10778,019674210778,SUBWAY $25 MD,30,421.18,489.64,448.03,525.4
RESOLVED,C,bonus,7,0,POPEYE'S VGC $15- $250 REG,11026,019674211026,POPEYE'S VGC $15-$250 MD,30,169.41,525.4,196.25,561.6
RESOLVED,C,bonus,7,1,COLD STONE MP MD HOLIDAY,10787,019674210787,COLD STONE MP MD HOLIDAY,10,196.25,525.4,224.6,561.6
RESOLVED,C,bonus,7,2,ZAXBYS VGC HOLIDAY,07303,019674207303,ZAXBYS VGC HOLIDAY,20,224.6,525.4,253.41,561.6
RESOLVED,C,bonus,7,3,SONIC VGC REG,11251,019674211251,SONIC VGC MD,20,253.41,525.4,281.46,561.6
RESOLVED,C,bonus,7,4,DARDEN $50 MD,11475,019674211475,DARDEN $50 MD,20,281.46,525.4,309.06,561.6
RESOLVED,C,bonus,7,5,RED LOBSTER VGC REG,11150,019674211150,RED LOBSTER VGC MD,30,309.06,525.4,336.59,561.6
RESOLVED,C,bonus,7,6,OUTBACK $50 REG,10452,019674210452,OUTBACK $50 MD,30,336.59,525.4,364.28,561.6
RESOLVED,C,bonus,7,7,GOLDEN CORRAL VGC REG,10854,019674210854,GOLDEN CORRAL VGC MD,20,364.28,525.4,392.81,561.6
RESOLVED,C,bonus,7,8,JIMMY JOHNS VGC REG,11248,019674211248,JIMMY JOHNS VGC MD,20,392.81,525.4,421.18,561.6
RESOLVED,C,bonus,7,9,DOMINOS VGC REG,10624,019674210624,DOMINOS VGC MD,30,421.18,525.4,448.03,561.6
RESOLVED,C,bonus,8,0,CHIPOTLE VGC REG,10648,019674210648,CHIPOTLE VGC MD,30,169.41,561.6,196.25,597.85
RESOLVED,C,bonus,8,1,E HARDEES VGC REG,11256,019674211256,HARDEES VGC MD,20,196.25,561.6,224.6,597.85
RESOLVED,C,bonus,8,2,ZAXBYS VGC HOLIDAY,07303,019674207303,ZAXBYS VGC HOLIDAY,20,224.6,561.6,253.41,597.85
RESOLVED,C,bonus,8,3,LONGHORN STEAKHOUSE VGC MD,11473,019674211473,LONGHORN STEAKHOUSE VGC MD,20,253.41,561.6,281.46,597.85
RESOLVED,C,bonus,8,4,LONGHORN STEAKHOUSE $50 MD,11472,019674211472,LONGHORN STEAKHOUSE $50 MD,20,281.46,561.6,309.06,597.85
RESOLVED,C,bonus,8,5,RED LOBSTER VGC REG,11150,019674211150,RED LOBSTER VGC MD,30,309.06,561.6,336.59,597.85
RESOLVED,C,bonus,8,6,RED ROBIN VGC REG,11006,019674211006,RED ROBIN VGC MD,30,336.59,561.6,364.28,597.85
RESOLVED,C,bonus,8,7,FIVE GUYS VGC REG,10726,019674210726,FIVE GUYS VGC MD,30,364.28,561.6,392.81,597.85
RESOLVED,C,bonus,8,8,FIREHOUSE SUBS VGC REG,10310,019674210310,FIREHOUSE SUBS VGC MD,30,392.81,561.6,421.18,597.85
RESOLVED,C,bonus,8,9,JERSEY MIKES VGC REG,10652,019674210652,JERSEY MIKES VGC MD,20,421.18,561.6,448.03,597.85
RESOLVED,D,middle_band,0,4,,36593,019594936593,APPLE VGC (10-500),20,256.45,260.02,283.07,271.02
RESOLVED,D,middle_band,0,5,,36595,019594936595,APPLE $25,20,283.07,260.02,309.6,271.02
RESOLVED,D,middle_band,0,6,VGC REG,09969,019674209969,GOOGLE VGC MD,30,309.6,260.02,335.69,271.02
RESOLVED,D,middle_band,0,7,,16348,019674216348,ZIFT HOLIDAY VGC,20,335.69,260.02,362.07,271.02
RESOLVED,D,middle_band,1,0,$50 WMT VV P,16890,019674216890,WMT MC P Holiday 2026 Wonder Tree $50,20,162.87,271.02,183.54,289.99
RESOLVED,D,middle_band,1,1,WMT MC,16888,019674216888,WMT MC P Hol 2026 Striped Tree $20-500,20,183.54,271.02,205.03,289.99
RESOLVED,D,middle_band,1,9,WMT VV P,16885,019674216885,WMT MC P Holiday 2026 Nice Santa $25,20,390.75,271.02,419.17,289.99
RESOLVED,D,middle_band,1,10,$50 P WMT VV P,16892,019674216892,WMT MC P Holiday 2026 Nice Snowman $50,20,419.17,271.02,445.7,289.99
RESOLVED,D,middle_band,2,4,APPLE $50,36596,019594936596,APPLE $50,20,256.45,289.99,283.07,308.29
RESOLVED,D,middle_band,2,5,APPLE $100,36597,019594936597,APPLE $100,20,283.07,289.99,309.6,308.29
RESOLVED,D,middle_band,2,6,GOOGLE $25 REG,09974,019674209974,GOOGLE $25 MD,30,309.6,289.99,335.69,308.29
RESOLVED,D,middle_band,2,7,ZIFT H$2O5LIDAY,16346,019674216346,ZIFT HOLIDAY $25,20,335.69,289.99,362.07,308.29
RESOLVED,D,middle_band,3,0,WMT MC P,16896,019674216896,WMT VV P Hol 2026 Fancy Red $20-500,20,162.87,308.29,183.54,327.81
RESOLVED,D,middle_band,3,1,15680086 WMT MC,16886,019674216886,WMT MC P Hol 2026 Striped Wreath $20-500,20,183.54,308.29,205.03,327.81
RESOLVED,D,middle_band,3,9,WMT MC P,16896,019674216896,WMT VV P Hol 2026 Fancy Red $20-500,20,390.75,308.29,419.17,327.81
RESOLVED,D,middle_band,3,10,P WMT MC P,16895,019674216895,WMT VV P Hol 2026 Fancy Green $20-500,20,419.17,308.29,445.7,327.81
RESOLVED,D,middle_band,4,0,Holiday 2026 Nice Santa $25,16885,019674216885,WMT MC P Holiday 2026 Nice Santa $25,20,162.87,327.81,183.54,369.41
RESOLVED,D,middle_band,4,1,Holiday 2026 Nic Snowma $50,16892,019674216892,WMT MC P Holiday 2026 Nice Snowman $50,20,183.54,327.81,205.03,369.41
RESOLVED,D,middle_band,4,4,VDGICSN REEYG,10902,019674210902,DISNEY VGC MD,20,256.45,327.81,283.07,369.41
RESOLVED,D,middle_band,4,5,VDGICSN REEYG BON,10902,019674210902,DISNEY VGC MD,20,283.07,327.81,309.6,369.41
RESOLVED,D,middle_band,4,6,G$5O0O RGELGE NUS,09976,019674209976,GOOGLE $50 MD,30,309.6,327.81,335.69,369.41
RESOLVED,D,middle_band,4,7,$50,16347,019674216347,ZIFT HOLIDAY $50,20,335.69,327.81,362.07,369.41
RESOLVED,D,middle_band,4,9,Hol 2026 Striped Wreath $20,16886,019674216886,WMT MC P Hol 2026 Striped Wreath $20-500,20,390.75,327.81,419.17,369.41
RESOLVED,D,middle_band,4,10,6 Hol 2026 Striped Tre 0- $20-500,16888,019674216888,WMT MC P Hol 2026 Striped Tree $20-500,20,419.17,327.81,445.7,369.41
RESOLVED,D,bonus,5,3,AMC $30 VA HOLIDAY,10812,019674210812,AMC $30 VA HOLIDAY,30,229.66,369.41,256.45,402.48
RESOLVED,D,bonus,5,4,RED LOBSTER $100 VA,16587,019674216587,RED LOBSTER $100 VA,20,256.45,369.41,283.07,402.48
RESOLVED,D,bonus,5,6,NUS PANDA EXPRESS VGC VA,16316,019674216316,PANDA EXPRESS VGC VA,30,309.6,369.41,335.69,402.48
RESOLVED,D,bonus,5,7,PIZZA HUT $50MP VA,16659,019674216659,KFC VGC VA,10,335.69,369.41,362.07,402.48
RESOLVED,D,bonus,6,5,Value VA ZIFT A GIFT,12288,019674212288,"CHUCK E CHEESE $25;1,000 e-Tickets$10 Value VA",30,283.07,402.48,309.6,421.4
RESOLVED,D,bonus,6,8,GWP VA ROBLOX,12248,019674212248,"Starbucks VGC ($25-$500), Gift Card Holder GWP VA",30,362.07,402.48,390.75,421.4
RESOLVED,D,bonus,7,1,FL PLUSS $99.99,16548,019674216548,NFL PLUSS $99.99,30,183.54,421.4,205.03,452.1
RESOLVED,D,bonus,7,2,FAVNGDCA RNEGGO,10128,019674210128,FANDANGO VGC MD,20,205.03,421.4,229.66,452.1
RESOLVED,D,bonus,7,3,DISNEY + VGC REG,14703,019674214703,DISNEY + VGC REG,20,229.66,421.4,256.45,452.1
RESOLVED,D,bonus,7,4,UBER VGC REG,09909,019674209909,UBER VGC MD,30,256.45,421.4,283.07,452.1
RESOLVED,D,bonus,7,5,ZFIFOTR A Y GOIUFT (CORE) VGC,16172,019674216172,ZIFT (CORE) VGC,20,283.07,421.4,309.6,452.1
RESOLVED,D,bonus,7,6,ZFIFOTR A Y GOIUFT (CORE) $25,16170,019674216170,ZIFT (CORE) $25,20,309.6,421.4,335.69,452.1
RESOLVED,D,bonus,7,7,ZFIFOTR A Y GOIUFT (CORE) $50,16171,019674216171,ZIFT (CORE) $50,20,335.69,421.4,362.07,452.1
RESOLVED,D,bonus,7,8,BLRAOCBKL VOGXC REG,10023,019674210023,ROBLOX BLACK VGC MD,30,362.07,421.4,390.75,452.1
RESOLVED,D,bonus,7,9,CVAGRCL ('$S 1J5R-. M $100) REG,11802,019674211802,CARL'S JR. VGC ($15-$100) MD,20,390.75,421.4,419.17,452.1
RESOLVED,D,bonus,7,10,MCVDGOCN MADLDS,11156,019674211156,MCDONALDS VGC MD,30,419.17,421.4,445.7,452.1
RESOLVED,D,bonus,8,1,OKEMON GO $25 D,08350,019674208350,POKEMON GO $25,20,183.54,452.1,205.03,488.31
RESOLVED,D,bonus,8,2,D/F DINNER&MOV IE$50 REG,11593,019674211593,D/F DINNER&MOVIE$50 MD,20,205.03,452.1,229.66,488.31
RESOLVED,D,bonus,8,3,HULU VGC REG,10913,019674210913,HULU VGC MD,20,229.66,452.1,256.45,488.31
RESOLVED,D,bonus,8,4,DOOR DASH VGC REG,09989,019674209989,DOOR DASH VGC MD,30,256.45,452.1,283.07,488.31
RESOLVED,D,bonus,8,5,META QUEST VGC REG,09997,019674209997,META QUEST VGC MD,20,283.07,452.1,309.6,488.31
RESOLVED,D,bonus,8,6,PLAYSTATION VGC,13363,019674213363,PLAYSTATION VGC,30,309.6,452.1,335.69,488.31
RESOLVED,D,bonus,8,7,XBOX VGC (10-250),04015,019674204015,XBOX VGC (10-250),30,335.69,452.1,362.07,488.31
RESOLVED,D,bonus,8,8,ROBLOX BLACK VGC REG,10023,019674210023,ROBLOX BLACK VGC MD,30,362.07,452.1,390.75,488.31
RESOLVED,D,bonus,8,9,TACO BELL M VGC REG,11053,019674211053,TACO BELL VGC MD,30,390.75,452.1,419.17,488.31
RESOLVED,D,bonus,8,10,MCDONALDS VGC MD,11156,019674211156,MCDONALDS VGC MD,30,419.17,452.1,445.7,488.31
RESOLVED,D,bonus,9,1,OKEMON GO $25,08350,019674208350,POKEMON GO $25,20,183.54,488.31,205.03,524.44
RESOLVED,D,bonus,9,2,AMC VGC REG,10635,019674210635,AMC VGC MD,30,205.03,488.31,229.66,524.44
RESOLVED,D,bonus,9,3,NETFLIX VGC REG,09913,019674209913,NETFLIX VGC MD,20,229.66,488.31,256.45,524.44
RESOLVED,D,bonus,9,4,AIRBNB VGC REG,09914,019674209914,AIRBNB VGC MD,20,256.45,488.31,283.07,524.44
RESOLVED,D,bonus,9,5,FORTNITE VGC,11917,019674211917,FORTNITE VGC,20,283.07,488.31,309.6,524.44
RESOLVED,D,bonus,9,6,PLAYSTATION $25 REG,10282,019674210282,PLAYSTATION $25 MD,30,309.6,488.31,335.69,524.44
RESOLVED,D,bonus,9,7,XBOX VGC (10-250),04015,019674204015,XBOX VGC (10-250),30,335.69,488.31,362.07,524.44
RESOLVED,D,bonus,9,8,ROBLOX BLACK $25 REG,10026,019674210026,ROBLOX BLACK $25 MD,30,362.07,488.31,390.75,524.44
RESOLVED,D,bonus,9,9,Taco Bell M $25 REG $,10958,019674210958,Taco Bell $25 MD,30,390.75,488.31,419.17,524.44
RESOLVED,D,bonus,9,10,MCDONALDS $25 HOLIDAY,11159,019674211159,MCDONALDS $25 HOLIDAY,30,419.17,488.31,445.7,524.44
RESOLVED,D,bonus,10,1,OP GOLF VGC REG,10092,019674210092,TOP GOLF VGC MD,30,183.54,524.44,205.03,560.7
RESOLVED,D,bonus,10,2,AMC VGC REG,10635,019674210635,AMC VGC MD,30,205.03,524.44,229.66,560.7
RESOLVED,D,bonus,10,3,WHAT A BURGER $15 MD,11964,019674211964,WHAT A BURGER $15 MD,30,229.66,524.44,256.45,560.7
RESOLVED,D,bonus,10,4,NINTENDO $20 REG,10224,019674210224,NINTENDO $20 MD,20,256.45,524.44,283.07,560.7
RESOLVED,D,bonus,10,5,FORTNITE VGC,11917,019674211917,FORTNITE VGC,20,283.07,524.44,309.6,560.7
RESOLVED,D,bonus,10,6,PLAYSTATION $50 REG,10283,019674210283,PLAYSTATION $50 MD,30,309.6,524.44,335.69,560.7
RESOLVED,D,bonus,10,7,XBOX $25,35577,079936635577,XBOX $25,30,335.69,524.44,362.07,560.7
RESOLVED,D,bonus,10,8,ROBLOX BLACK $50 REG,10025,019674210025,ROBLOX BLACK $50 MD,30,362.07,524.44,390.75,560.7
RESOLVED,D,bonus,10,9,ARBYS B VGC REG,11241,019674211241,ARBYS VGC MD,20,390.75,524.44,419.17,560.7
RESOLVED,D,bonus,10,10,BURGER KING VGC REG,11033,019674211033,BURGER KING VGC MD,30,419.17,524.44,445.7,560.7
RESOLVED,D,bonus,11,1,CHUCK E HEESE VGC REG,11027,019674211027,CHUCK E CHEESE VGC MD,30,183.54,560.7,205.03,597.53
RESOLVED,D,bonus,11,2,REGAL CINEMAS VGC REG,11066,019674211066,REGAL CINEMAS VGC MD,30,205.03,560.7,229.66,597.53
RESOLVED,D,bonus,11,3,LOGAN'S ROADHOUSE VGC,16454,019674216454,LOGAN'S ROADHOUSE VGC,30,229.66,560.7,256.45,597.53
RESOLVED,D,bonus,11,4,NINTENDO $20 REG,10224,019674210224,NINTENDO $20 MD,20,256.45,560.7,283.07,597.53
RESOLVED,D,bonus,11,5,FORTNITE $30,11914,019674211914,FORTNITE $30,20,283.07,560.7,309.6,597.53
RESOLVED,D,bonus,11,6,PLAYSTATION $100 REG,10285,019674210285,PLAYSTATION $100 MD,30,309.6,560.7,335.69,597.53
RESOLVED,D,bonus,11,7,XBOX $50,35580,079936635580,XBOX $50,30,335.69,560.7,362.07,597.53
RESOLVED,D,bonus,11,8,DAIRY QUEEN VGC MD,10857,019674210857,DAIRY QUEEN VGC MD,20,362.07,560.7,390.75,597.53
RESOLVED,D,bonus,11,9,ARBYS W VGC REG H,11241,019674211241,ARBYS VGC MD,20,390.75,560.7,419.17,597.53
RESOLVED,D,bonus,11,10,WENDYS VGC HOLIDAY REG,11271,019674211271,WENDYS VGC HOLIDAY MD,30,419.17,560.7,445.7,597.53
